element_chr	element_start	element_end	element_label	measuredGeneSymbol	element_effect	element_result	element_pValue	element_pValueAdjusted
chr8	128551455	128561408	MYC|chr8:128551455-128561408	MYC	105.879408	TRUE	NA	NA
chr8	128551556	128560975	MYC|chr8:128551556-128560975	MYC	49.67891761	TRUE	NA	NA
chr8	128551556	128562132	MYC|chr8:128551556-128562132	MYC	140.635284	TRUE	NA	NA
chr8	128552785	128560796	MYC|chr8:128552785-128560796	MYC	328.4915485	TRUE	NA	NA
chr8	128653951	128654391	MYC|chr8:128653951-128654391	MYC	6.814500878	TRUE	NA	NA
chr8	129689364	129691007	MYC|chr8:129689364-129691007	MYC	10.72035721	TRUE	NA	NA
chr8	129707012	129713257	MYC|chr8:129707012-129713257	MYC	15.37861599	TRUE	NA	NA
chr8	141137443	141138175	Peak_29716|chr8:141137443-141138175	Peak_29716	-0.58649	TRUE	0.0024176	0.073724
chr8	142192950	142194614	Peak_17253|chr8:142192950-142194614	Peak_17253	-0.27029	TRUE	0.013291	0.178812
chr8	143931631	143931937	Peak_44159|chr8:143931631-143931937	Peak_44159	-3.1876	TRUE	2.82e-07	1.5e-05
chr8	144180909	144181160	Peak_38101|chr8:144180909-144181160	Peak_38101	-3.2921	TRUE	2.82e-07	1.5e-05
chr8	144322817	144323262	Peak_48125|chr8:144322817-144323262	Peak_48125	-0.87717	TRUE	0.0015336	0.052416
chr9	4832660	4833189	Peak_18764|chr9:4832660-4833189	Peak_18764	-0.58598	TRUE	0.0090707	0.131818
chr9	5675204	5675930	Peak_21306|chr9:5675204-5675930	Peak_21306	-2.7636	TRUE	2.8435e-05	0.000973
chr9	21796902	21797469	Peak_21825|chr9:21796902-21797469	Peak_21825	-1.6697	TRUE	0.011216	0.155538
chr9	34744996	34745377	Peak_40470|chr9:34744996-34745377	Peak_40470	-2.2917	TRUE	0.00033305	0.008587
chr9	42338393	42338739	Peak_28128|chr9:42338393-42338739	Peak_28128	-2.5702	TRUE	0.0021439	0.040843
chr9	72576338	72580597	Peak_5423|chr9:72576338-72580597	Peak_5423	-0.36303	TRUE	0.0058922	0.092765
chr9	89298756	89299237	Peak_24787|chr9:89298756-89299237	Peak_24787	-3.0696	TRUE	0.0021433	0.040843
chr9	89299344	89299880	Peak_23849|chr9:89299344-89299880	Peak_23849	-3.1174	TRUE	0.0021433	0.040843
chr9	98044037	98044386	Peak_31267|chr9:98044037-98044386	Peak_31267	-3.3547	TRUE	2.82e-07	1.5e-05
chr9	100598979	100599330	Peak_36512|chr9:100598979-100599330	Peak_36512	-0.5641	TRUE	0.0030893	0.055715
chr9	110977053	110977651	Peak_32241|chr9:110977053-110977651	Peak_32241	-0.88375	TRUE	0.002417	0.073724
chr9	112866403	112866806	Peak_51339|chr9:112866403-112866806	Peak_51339	-3.0843	TRUE	0.0016996	0.034195
chr9	112866955	112867365	Peak_37446|chr9:112866955-112867365	Peak_37446	-0.68087	TRUE	0.005801	0.091814
chr9	113541037	113541283	Peak_29718|chr9:113541037-113541283	Peak_29718	-1.1216	TRUE	5.91e-06	0.000231
chr9	124568630	124570168	Peak_15587|chr9:124568630-124570168	Peak_15587	-1.4244	TRUE	0.0057516	0.141615
chr9	127337163	127337473	Peak_37439|chr9:127337163-127337473	Peak_37439	-1.2186	TRUE	0.0034311	0.059734
chr9	127504319	127505254	Peak_24331|chr9:127504319-127505254	Peak_24331	-0.36096	TRUE	0.0069446	0.106638
chr9	129565659	129566156	Peak_22554|chr9:129565659-129566156	Peak_22554	-3.154	TRUE	8.45e-07	4.3e-05
chr9	130846057	130848395	Peak_10487|chr9:130846057-130848395	Peak_10487	-0.4259	TRUE	0.015204	0.199814
chr9	130860555	130861130	Peak_31694|chr9:130860555-130861130	Peak_31694	-0.79862	TRUE	0.00049132	0.021043
chr9	131394051	131395819	Peak_6174|chr9:131394051-131395819	Peak_6174	-0.29796	TRUE	0.0018179	0.036119
chr9	133449596	133450656	Peak_24720|chr9:133449596-133450656	Peak_24720	-0.91359	TRUE	0.0025031	0.075945
chr9	136644666	136645193	Peak_21564|chr9:136644666-136645193	Peak_21564	-0.33286	TRUE	0.0064463	0.100231
chr9	136799415	136800139	Peak_27498|chr9:136799415-136800139	Peak_27498	-0.35483	TRUE	0.0036859	0.101643
chr9	136799415	136800139	Peak_27498|chr9:136799415-136800139	Peak_27498	0.49054	TRUE	0.0084215	0.123928
chr9	136800558	136802477	Peak_14132|chr9:136800558-136802477	Peak_14132	-1.0067	TRUE	0.003885	0.106103
chr9	136959026	136959252	Peak_46275|chr9:136959026-136959252	Peak_46275	-3.0525	TRUE	0.0021433	0.040843
chr9	137149430	137151851	Peak_20087|chr9:137149430-137151851	Peak_20087	-0.41303	TRUE	0.0051709	0.083848
chr9	137296220	137297500	Peak_22685|chr9:137296220-137297500	Peak_22685	-0.32401	TRUE	0.015204	0.199814
chr9	137413459	137413915	Peak_18562|chr9:137413459-137413915	Peak_18562	-2.7844	TRUE	0.0075094	0.113491
chrX	19875418	19875928	Peak_27378|chrX:19875418-19875928	Peak_27378	-0.87909	TRUE	0.0017935	0.059302
chrX	23828605	23829423	Peak_16496|chrX:23828605-23829423	Peak_16496	-1.4267	TRUE	0.00152	0.031309
chrX	40090840	40091279	Peak_46362|chrX:40090840-40091279	Peak_46362	-0.90871	TRUE	0.0032935	0.093207
chrX	45005522	45005931	Peak_28144|chrX:45005522-45005931	Peak_28144	-1.9488	TRUE	0.012897	0.174176
chrX	46837250	46837750	chrX:46696685-46697185:.	PIM2	-0.08057116	TRUE	0.000304938994721399	0.00497050561395881
chrX	47232726	47233886	chrX:47092125-47093285:.	HDAC6	0.031473966	TRUE	0.000268726668026202	0.0119314640603634
chrX	47542086	47542666	chrX:47401485-47402065:.	GATA1	-0.0744981284	TRUE	0.00105841721235578	0.0234968621142984
chrX	47579446	47579966	chrX:47438845-47439365:.	HDAC6	-0.050039238	TRUE	0.000880416429383705	0.0279217781890261
chrX	47650026	47651006	chrX:47509425-47510405:.	PLP2	0.03832487	TRUE	1.12266038098077e-05	0.000138227559408257
chrX	47711226	47711786	chrX:47570625-47571185:.	PIM2	-0.08254474	TRUE	0.00139369722640778	0.0206520589004062
chrX	48511457	48511957	chrX:48369845-48370345:.	PQBP1	-0.06357986	TRUE	7.20679741697018e-05	0.00227014118634561
chrX	48521437	48521957	chrX:48379825-48380345:.	EBP	0.321734744	TRUE	4.51088946431186e-43	7.80383877325953e-41
chrX	48569797	48570377	chrX:48428185-48428765:.	GATA1	-0.0737259043	TRUE	0.00198470312339753	0.0400549175812957
chrX	48573617	48574597	chrX:48432005-48432985:.	PLP2	-0.03656941	TRUE	0.00395395657655734	0.0370918783610379
chrX	48761701	48762241	chrX:48620105-48620645:.	GATA1	0.0595835408	TRUE	0.000125654837353013	0.00348692173654612
chrX	48782597	48783497	chrX:48782597-48783497:.	GATA1	2.231263465	TRUE	NA	NA
chrX	48782797	48783297	chrX:48641205-48641705:.	PIM2	-0.06503666	TRUE	0.000121161308097784	0.00246866165249234
chrX	48782797	48783297	chrX:48641205-48641705:.	GATA1	0.1926794697	TRUE	2.89767693615844e-34	2.14428093275725e-32
chrX	48782797	48783297	chrX:48641205-48641705:.	PLP2	-0.09235902	TRUE	7.69027285867763e-15	1.37725795741772e-13
chrX	48784617	48785277	chrX:48643025-48643685:.	GATA1	0.129986196	TRUE	1.54423060226451e-17	8.57047984256805e-16
chrX	48784617	48785277	chrX:48643025-48643685:.	PLP2	-0.05504574	TRUE	6.52020954835511e-07	8.56320854017305e-06
chrX	48784617	48785277	chrX:48643025-48643685:.	HDAC6	-0.039307327	TRUE	0.000691733418180595	0.025594136472682
chrX	48785717	48786837	chrX:48644125-48645245:.	PIM2	-0.1388111	TRUE	3.92794747354928e-29	2.13418479396178e-27
chrX	48785717	48786837	chrX:48644125-48645245:.	PQBP1	-0.04149849	TRUE	2.87010614617069e-06	0.00027122503081313
chrX	48785717	48786837	chrX:48644125-48645245:.	GATA1	0.3435635607	TRUE	5.53626180369826e-221	1.22905012042101e-218
chrX	48785717	48786837	chrX:48644125-48645245:.	PLP2	-0.33812577	TRUE	2.93737879292804e-203	2.89331811103412e-201
chrX	48785717	48786837	chrX:48644125-48645245:.	HDAC6	-0.306471267	TRUE	3.89665215250574e-208	8.65056777856276e-206
chrX	48786097	48786997	chrX:48786097-48786997:.	GATA1	3.708137016	TRUE	NA	NA
chrX	48786297	48786997	chrX:48786297-48786997:.	HDAC6	-1.425316268	TRUE	NA	NA
chrX	48789397	48789977	chrX:48647805-48648385:.	GATA1	0.1152836771	TRUE	2.06201501907905e-11	7.62945557059249e-10
chrX	48789397	48789977	chrX:48647805-48648385:.	PLP2	-0.06994651	TRUE	9.57932447723821e-09	1.34794780143995e-07
chrX	48793298	48793798	chrX:48651705-48652205:.	PIM2	-0.10823677	TRUE	4.75173988728785e-06	0.000129088933604653
chrX	48793298	48793798	chrX:48651705-48652205:.	GATA1	0.1449309525	TRUE	2.54776817403207e-12	1.13120906927024e-10
chrX	48793298	48793798	chrX:48651705-48652205:.	PLP2	-0.09015266	TRUE	4.09318767012892e-09	6.20275362319537e-08
chrX	48794818	48795318	chrX:48653225-48653725:.	GATA1	0.1006413146	TRUE	4.37792267354509e-07	1.38842690503859e-05
chrX	48794818	48795318	chrX:48653225-48653725:.	PLP2	-0.04142654	TRUE	0.00172586414121622	0.0178944860957682
chrX	48800197	48801297	chrX:48800197-48801297:.	GATA1	2.398983455	TRUE	NA	NA
chrX	48800297	48801097	chrX:48800297-48801097:.	HDAC6	1.396661655	TRUE	NA	NA
chrX	48800418	48800918	chrX:48658825-48659325:.	PIM2	-0.09556773	TRUE	0.000147309920572956	0.00266794633926575
chrX	48800418	48800918	chrX:48658825-48659325:.	GATA1	0.2991851916	TRUE	7.87509428819997e-50	8.74135465990197e-48
chrX	48800418	48800918	chrX:48658825-48659325:.	PLP2	-0.15280306	TRUE	3.69221363638551e-25	1.03909440909706e-23
chrX	48800418	48800918	chrX:48658825-48659325:.	HDAC6	0.136011288	TRUE	1.19078134262439e-16	6.60883645156537e-15
chrX	48801138	48802158	chrX:48659545-48660565:.	HDAC6	0.16800666	TRUE	7.02680257562376e-78	5.19983390596158e-76
chrX	48801697	48802997	chrX:48801697-48802997:.	HDAC6	2.587553091	TRUE	NA	NA
chrX	48802198	48802718	chrX:48660605-48661125:.	HDAC6	0.252218548	TRUE	3.33801718032367e-80	3.70519907015927e-78
chrX	48896702	48897522	chrX:48753985-48754805:.	PQBP1	0.07276318	TRUE	3.66835762013827e-05	0.00138663918041227
chrX	48897602	48898482	chrX:48754885-48755765:.	PQBP1	0.22059811	TRUE	1.09250575200497e-52	2.0648358712894e-50
chrX	48910928	48911588	chrX:48768205-48768865:.	OTUD5	-0.14096007	TRUE	0.00102384243454317	0.0453050277285355
chrX	48917188	48917688	chrX:48774465-48774965:.	PIM2	0.12965349	TRUE	1.85102486612876e-05	0.000431024361684269
chrX	48918868	48919368	chrX:48776145-48776645:.	PIM2	0.19982228	TRUE	1.87288354883985e-14	7.63200046152239e-13
chrX	48936994	48938034	chrX:48794265-48795305:.	PIM2	0.17182117	TRUE	2.37244822342755e-11	7.73418120837383e-10
chrX	48940454	48940954	chrX:48797725-48798225:.	OTUD5	0.29866496	TRUE	0.000112049499299508	0.00991638068800646
chrX	48940454	48940954	chrX:48797725-48798225:.	PIM2	0.42170046	TRUE	2.22346126753781e-43	3.62424186608663e-41
chrX	48940454	48940954	chrX:48797725-48798225:.	PQBP1	0.09447676	TRUE	2.24386572721811e-05	0.00106022655611056
chrX	48941708	48942244	chrX:48798965-48799505:.	PIM2	0.34261046	TRUE	7.24878804569702e-38	5.90776225724307e-36
chrX	48941708	48942244	chrX:48798965-48799505:.	PQBP1	0.0867085	TRUE	1.08045187229532e-05	0.000680684679546049
chrX	48945685	48946205	chrX:48802945-48803465:.	PIM2	0.11878344	TRUE	0.00217251842818704	0.029510041982874
chrX	48957383	48958744	chrX:48814645-48816005:.	OTUD5	0.17051156	TRUE	0.000811647185643659	0.0453050277285355
chrX	49155148	49156608	chrX:49011485-49012945:.	PLP2	0.07301592	TRUE	5.44734765579642e-20	1.34140936023987e-18
chrX	49163947	49164447	chrX:49020285-49020785:.	PLP2	0.09899865	TRUE	2.80062856029405e-19	6.13026473753252e-18
chrX	49166366	49166866	chrX:49022705-49023205:.	PLP2	0.14958909	TRUE	2.790778520557e-35	1.09956673709946e-33
chrX	49167166	49167746	chrX:49023505-49024085:.	PLP2	0.25282563	TRUE	2.98736621485279e-130	1.96170381442e-128
chrX	49172318	49172858	chrX:49028665-49029205:.	PLP2	0.44267825	TRUE	0	0
chrX	49174596	49175096	chrX:49030945-49031445:.	PLP2	0.16511212	TRUE	8.22318961905075e-32	2.69994725825499e-30
chrX	49175356	49175936	chrX:49031705-49032285:.	PLP2	0.10744431	TRUE	5.40035574945259e-16	1.06387008264216e-14
chrX	49177416	49177916	chrX:49033765-49034265:.	PLP2	0.04386577	TRUE	0.000165728587436852	0.00192050186617999
chrX	49184272	49184772	chrX:49040725-49041225:.	GATA1	-0.0362684217	TRUE	0.00100047138515467	0.0234968621142984
chrX	49184272	49184772	chrX:49040725-49041225:.	PLP2	-0.07279903	TRUE	1.08666097896146e-12	1.7839351071284e-11
chrX	49186132	49186672	chrX:49042585-49043125:.	PLP2	-0.13193575	TRUE	1.45153741761334e-49	7.14882178174568e-48
chrX	49192648	49193148	chrX:49049105-49049605:.	PQBP1	-0.06764324	TRUE	0.000835508435885887	0.022558727768919
chrX	49193388	49193908	chrX:49049845-49050365:.	PLP2	0.04554819	TRUE	0.00104454556073874	0.0114319708591962
chrX	49268982	49269962	chrX:49125445-49126425:.	PLP2	0.02724444	TRUE	0.00188282786159294	0.0185458544366905
chrX	49862042	49862582	chrX:49626645-49627185:.	OTUD5	-0.35820016	TRUE	8.05916693861405e-08	1.42647254813469e-05
chrX	97109180	97109793	Peak_20211|chrX:97109180-97109793	Peak_20211	-0.44609	TRUE	0.0074542	0.112995
chrX	101397646	101398027	Peak_35323|chrX:101397646-101398027	Peak_35323	-3.1532	TRUE	2.82e-07	1.5e-05
chrX	123665418	123665864	Peak_38120|chrX:123665418-123665864	Peak_38120	-1.8662	TRUE	2.82e-07	1.5e-05
chrX	132957555	132959219	Peak_12453|chrX:132957555-132959219	Peak_12453	-0.40152	TRUE	0.0076141	0.114924
chrX	134373043	134373594	chrX:134373043-134373594	NA	3.47	TRUE	NA	NA
chrX	134373043	134373594	chrX:134373043-134373594	NA	3.316	TRUE	NA	NA
chrX	134373043	134373594	chrX:134373043-134373594	NA	5.327	TRUE	NA	NA
chrX	134549336	134550882	chrX:134549336-134550882	NA	3.433	TRUE	NA	NA
chrX	134549336	134550882	chrX:134549336-134550882	NA	3.107	TRUE	NA	NA
chrX	134549336	134550882	chrX:134549336-134550882	NA	4.677	TRUE	NA	NA
chrX	134796192	134797382	chrX:134796192-134797382	NA	3.058	TRUE	NA	NA
chrX	134909274	134909851	Peak_25124|chrX:134909274-134909851	Peak_25124	-1.652	TRUE	0.0001129	0.003292
chrX	134914362	134915747	chrX:134914362-134915747	NA	3.737	TRUE	NA	NA
chrX	134914362	134915747	chrX:134914362-134915747	NA	3.558	TRUE	NA	NA
chrX	135031924	135033120	chrX:135031924-135033120	NA	2.938	TRUE	NA	NA
chrX	135031924	135033120	chrX:135031924-135033120	NA	3.102	TRUE	NA	NA
chrX	135098651	135099180	chrX:135098651-135099180	NA	3.026	TRUE	NA	NA
chrX	135342909	135344870	chrX:135342909-135344870	NA	2.688	TRUE	NA	NA
chrX	135342909	135344870	chrX:135342909-135344870	NA	2.711	TRUE	NA	NA
chrX	136725187	136725944	Peak_32947|chrX:136725187-136725944	Peak_32947	-3.5913	TRUE	1.97e-06	9.3e-05
