gene_name	chr	TSS	TSS_POL2_sig
PELP1	chr17	4704137	180.762
PNPLA2	chr11	818913	6.4833
FNDC1	chr6	159169399	0.0112016
SNORD116-7	chr15	25067786	0.00992933
MTRNR2L8	chr11	10509186	2.95315
CD200R1L	chr3	112846856	0.0186791
PAK2	chr3	196739856	72.4539
MIR588	chr6	126484630	0.0469654
GRIK1	chr21	29939996	0.0353366
HTR3A	chr11	113975107	0.0629955
IL17D	chr13	20701512	0.398548
CEP41	chr7	130441016	7.44398
KCTD13	chr16	29926226	129.812
OIT3	chr10	72893738	0.0113148
GNS	chr12	64759406	51.9278
RPS16P5	chr6	53337617	2.97525
PSMC3	chr11	47426439	191.539
LOC100507071	chr8	22275162	0.3364
MIR3136	chr3	69049035	0.0881807
LOC283710	chr15	31230862	0.0960967
ERG	chr21	38584945	0.124223
MYH1	chr17	10518542	0.0107024
CT45A6	chrX	135785513	0.00023
CT45A6	chrX	135802787	0.00023
CT45A6	chrX	135837318	0.00023
LINC02429	chr4	59013572	0.0209728
FAM169B	chr15	98514336	0.0486542
KPNA1	chr3	122514939	118.608
SEMA3F-AS1	chr3	50156085	0.136016
CUZD1	chr10	122845857	0.402008
PIP5K1A	chr1	151198551	44.9378
HDAC4-AS1	chr2	239401747	361.02
F2RL1	chr5	76819029	0.00915719
THSD1	chr13	52406172	0.6439
KRTAP6-3	chr21	30592439	0.00262606
RFC4	chr3	186806695	252.508
ITGA6	chr2	172427585	0.035573
MMP14	chr14	22836584	40.7405
LINC02242	chr5	67646789	0.181042
PRR22	chr19	5784746	52.4111
FSCN3	chr7	127593735	7.8476
LINC01181	chr8	103121031	0.03071
FAM170B-AS1	chr10	49121838	0.0182028
EPS8	chr12	15789388	0.0102
GMCL2	chr5	178187371	0.013176
LINC01054	chr13	114333948	0.272845
MIR8066	chr4	101240872	0.0734391
HDAC2	chr6	113970724	129.717
LINC02323	chr14	102545253	0.0538887
MUC19	chr12	40393393	0.0317238
USP25	chr21	15729981	42.1834
MIR12113	chr4	11783177	0.0318692
LOC100289333	chr19	12195014	0.134503
CD1E	chr1	158353893	0.00184017
MIR30A	chr6	71403621	0.0346473
ADGRL3-AS1	chr4	62161765	0.022387
ZBTB24	chr6	109483219	21.2689
ARHGEF2	chr1	155978545	87.1138
MIR6795	chr19	15179350	0.116902
CCNE2	chr8	94895254	73.929
HNRNPLL	chr2	38602928	115.383
MAFIP	chr14_GL000194v1_random	115073	23.4803
BRCC3	chrX	155071419	134.437
MRC1	chr10	17809347	0.250089
CSGALNACT1	chr8	19758029	0.260427
MIR570	chr3	195699400	19.4446
CCNP	chr19	40226689	1.9716
GTSF1	chr12	54473602	368.467
TMEM108-AS1	chr3	133257121	0.0354524
MIR520E	chr19	53675710	0.00796114
PSEN1	chr14	73136506	54.7379
LOC653513	chr1	149201146	2.28242
PI3	chr20	45174901	0.0286517
VAPB	chr20	58389228	55.1338
KANSL3	chr2	96637991	203.002
PRKAR1B	chr7	727281	3.9182
ZIC5	chr13	99971909	4.7828
TMEM275	chr1	46535515	0.0270509
ZNF148	chr3	125375325	157.058
RIOK3	chr18	23453286	162.776
RIMBP3	chr22	18611919	0.0391101
SUMF1	chr3	4467269	137.076
NFIB	chr9	14322387	56.2474
GUSBP1	chr5	21459479	62.0044
CADM4	chr19	43639850	2.99704
SNORD115-20	chr15	25206261	0.0117665
PRKG2	chr4	81154157	8.36919
OR2L5	chr1	248021947	0.0426379
MIR6761	chr12	111799833	0.0545656
ALG6	chr1	63367626	235.135
CLDN1	chr3	190322446	0.0412258
DMWD	chr19	45792845	15.6513
SNW1	chr14	77761156	65.1668
PEX1	chr7	92528520	138.716
OR9I1	chr11	58119444	0.118687
TTLL1-AS1	chr22	43038584	0.0521121
LOC728178	chr5	14664604	165.765
NLRP1	chr17	5584509	3.61988
CPS1	chr2	210477684	14.0306
DUOXA1	chr15	45123043	0.071979
DGKD	chr2	233354493	1.02592
PDCD1	chr2	241858894	2.97215
CKLF-CMTM1	chr16	66552575	158.828
LINC00559	chr13	90119717	0.00205988
LRRFIP1	chr2	237692204	18.1227
PRDM9	chr5	23507154	0.0537344
EPPIN	chr20	45547401	0.0163017
ZNF804A	chr2	184598528	1.93508
AADACL2	chr3	151733926	0.0129923
SZT2	chr1	43389898	354.355
WDR55	chr5	140664798	187.205
PLIN2	chr9	19127492	75.0319
FPGT	chr1	74198241	74.0135
TSHB	chr1	115029825	0.0312137
CLEC4M	chr19	7763242	0.0144561
LINC02233	chr4	159777784	0.00023
BORCS8	chr19	19192152	135.394
TMEFF2	chr2	192194933	0.010897
CALCB	chr11	15073592	0.0187779
DMAC1	chr9	7799778	55.3251
CBX2	chr17	79778147	13.1555
LINC01715	chr1	28643255	666.893
TAS2R16	chr7	122995700	0.0486945
SEPTIN4	chr17	58529467	0.0222811
MOS	chr8	56113982	0.00365067
NPIPA7	chr16	16379244	0.00023
NPIPA7	chr16	18332662	0.00023
ZNF354C	chr5	179060372	0.0455493
TMEM234	chr1	32222371	208.857
SNORD113-9	chr14	100945648	0.0767925
RNF175	chr4	153760024	0.0467543
PARG	chr10	49942027	173.578
CPXM2	chr10	123891807	0.0018296
SLC9A8	chr20	49812827	75.0937
MIR138-1	chr3	44114211	0.00262616
LINC00304	chr16	89159219	1.0851
MIR6837	chr7	44051765	4.49026
NSUN7	chr4	40749954	0.0260932
LOC105371789	chr17	44115911	0.111773
ACKR1	chr1	159204874	1.52524
LOC440570	chr1_KI270713v1_random	33343	0.00715664
PRIMA1	chr14	93788485	0.00023
MIR4266	chr2	109313625	0.0592054
FGF13	chrX	139205023	68.873
TMCC3	chr12	94616001	0.0446272
FAM53A	chr4	1683991	13.6826
ZNF33A	chr10	38010674	141.916
IBSP	chr4	87799553	0.0287852
NIPAL2	chr8	98294235	0.0144094
TMEM128	chr4	4248242	294.932
SLC25A17	chr22	40819346	64.4621
PCDHGA1	chr5	141330684	0.074972
LOC283335	chr12	53054438	46.5329
FGF7P3	chr9	39874566	0.00023
IFNB1	chr9	21077942	0.00023
CLUH	chr17	2712020	29.1255
ZNF500	chr16	4767162	115.661
SMCR5	chr17	17779529	0.603653
PFDN1	chr5	140303101	156.249
SNORD148	chr16	46886474	0.01381
LINC01523	chr20	47983225	0.00319044
MHRT	chr14	23415449	0.0709196
MKI67	chr10	128126423	29.9161
RBM18	chr9	122264840	202.006
ENTPD7	chr10	99659508	92.6923
HSPA8	chr11	123062136	597.133
RPS10P7	chr1	201519903	0.00299407
TEKT3	chr17	15341597	0.132211
RBAKDN	chr7	5072059	9.85468
PLA2G2D	chr1	20119566	0.0283318
LINC01775	chr19	2462185	0.324143
LINC01162	chr7	20835430	10.5165
NUMA1	chr11	72080693	85.4735
EHHADH	chr3	185254049	79.5398
LOC101928389	chrX	17528434	0.0026923
LINC01807	chr2	228611395	0.0097442
GTF2A1	chr14	81220959	554.878
POM121L8P	chr22	21282424	0.00023
ATL1	chr14	50533081	2.10628
DAAM2-AS1	chr6	39897380	0.0465944
LOC102724904	chr9	43126165	0.00036244
LYRM2	chr6	89638485	221.411
PTF1A	chr10	23192311	0.00023
ALDH1A3	chr15	100879830	0.00023
LINC02426	chr12	81953718	0.0428179
COPS7A	chr12	6724045	81.5795
SLC12A6	chr15	34338057	28.6532
LOC112267991	chr7	431801	0.0525985
CACNA1I	chr22	39570752	0.0145028
CST9L	chr20	23568484	0.0434994
ANKRD30BL	chr2	132161952	0.00596425
ANKRD28	chr3	15859814	87.1766
POMGNT1	chr1	46198434	109.111
SNORD48	chr6	31835262	1242.97
CAPN10	chr2	240586733	50.2282
FAM122A	chr9	68780064	98.6697
LIN7B	chr19	49114369	16.0308
HRNR	chr1	152224193	0.0580475
OR2A9P	chr7	144251455	0.00023
OR2A9P	chr7	144299520	0.00023
PDLIM3	chr4	185535507	0.035468
DCAF13	chr8	103415385	192.026
SNORA90	chr17	37244800	6.62024
LDHD	chr16	75116780	0.607617
ZNF733P	chr7	63304056	0.00023
EPYC	chr12	91004972	0.00853183
MIR550A1	chr7	30289793	0.537297
FTMT	chr5	121851881	0.0014568
LOC152048	chr3	37244195	16.4925
CSMD1	chr8	4994914	0.00207408
KRTAP3-3	chr17	40994164	0.0222684
GPR85	chr7	113086827	20.9246
SRSF11	chr1	70221379	162.053
SNORD115-43	chr15	25249197	0.0124963
LINC00862	chr1	200373792	0.0036619
ACP7	chr19	39084367	0.0109546
HS3ST1	chr4	11428894	0.0174758
MAS1	chr6	159890987	0.019196
LOC651337	chr9	137788406	8.1071
RNASEL	chr1	182589256	64.8516
SLC2A11	chr22	23857874	42.4157
CRHBP	chr5	76953044	0.0244218
BIRC8	chr19	53291434	0.0064437
LINC01133	chr1	159961223	0.0202033
LINC01250	chr2	3126026	0.0622066
GOLPH3	chr5	32174319	503.774
PIK3R2	chr19	18153162	65.3965
STOML2	chr9	35103195	74.5867
NRADDP	chr3	47011541	10.4056
GNAT1	chr3	50191609	0.0296153
KDM2B	chr12	121580246	17.6948
ETS1-AS1	chr11	128526141	0.0754409
USP48	chr1	21783199	725.65
MIR4539	chr14	105857572	0.00023
LOC102724020	chr12	10030606	0.0558591
GHSR	chr3	172448456	0.0395883
FAM239B	chrX	3882313	0.736006
SGCD	chr5	156327163	0.0284466
RSPH1	chr21	42496224	0.698585
UBE3C	chr7	157138925	78.8993
GPR180	chr13	94601856	30.3879
BIRC5	chr17	78214252	57.3677
VEGFD	chrX	15384413	0.154757
ZFP69	chr1	40477289	37.378
KNOP1	chr16	19718227	73.4195
MTHFD2P1	chr3	95683193	0.00171375
KRTAP20-2	chr21	30635205	0.0305538
METTL21C	chr13	102694521	0.02122
WARS2-IT1	chr1	119047404	0.0415907
LINC00904	chr19	34898943	0.0546481
MAGI2-AS2	chr7	79008987	0.0134919
NUPR1	chr16	28538974	0.0227866
PRPF4B	chr6	4021299	327.681
LOC112268354	chr19	54803535	0.0407722
LAX1	chr1	203769637	0.0495165
BMS1P2	chr10	47553523	223.405
C2orf15	chr2	99141706	3.74267
SPRR2B	chr1	153071611	0.0132198
MIR1285-1	chr7	92204098	1.68376
H2AC19	chr1	149842751	0.00012431
GUSBP16	chr5	71289839	0.93106
EDEM3	chr1	184754858	159.981
WFDC11	chr20	45670239	0.0569739
HDX	chrX	84502453	0.0484413
AGR2	chr7	16804999	0.086541
ENPP1	chr6	131808019	0.170031
GHRLOS	chr3	10280951	3.07919
NPY1R	chr4	163332596	0.0490901
HEMK1	chr3	50569521	25.698
MIR8054	chr11	23419190	0.0162733
RGS16	chr1	182604389	1.39598
SNORD116-17	chr15	25083586	0.0122562
PRSS58	chr7	142258058	0.0138561
LINC01928	chr18	11454477	0.00270657
TMEM182	chr2	102736934	99.8318
LINC02220	chr5	13032886	0.0172437
LOC100652758	chr5	151771508	370.663
LINC02591	chr1	143792494	0.00023
LINC02591	chr1	149701103	0.00023
H4C14	chr1	149832656	0.00023
H4C14	chr1	149861159	0.00023
NELFB	chr9	137255326	66.4064
NFAM1	chr22	42432403	0.00505722
SLC16A13	chr17	7036014	162.665
NTNG1	chr1	107141334	0.0133113
MIR196B	chr7	27169563	0.00985031
ZNF236	chr18	76823759	32.2026
UBQLN3	chr11	5509957	0.0128387
LOC105371414	chr16	89296127	16.8964
SLC49A3	chr4	689151	0.239165
UTP3	chr4	70688531	252.75
COMTD1	chr10	75235957	29.9269
SNORD116-15	chr15	25081285	0.00829364
POU5F1P5	chr10	68010883	0.195793
ADGRB1	chr8	142449648	0.00830561
STRBP	chr9	123268586	0.796683
FRY	chr13	32031773	0.106725
BAIAP2	chr17	81035150	185.8
C19orf84	chr19	51390591	30.5174
PCDHA9	chr5	140847771	0.0987778
SNORD114-16	chr14	100973594	0.00354622
APOC1	chr19	44914671	101.393
CDCA8	chr1	37692515	249.413
LINC01182	chr4	13655178	0.0318248
IL17B	chr5	149379292	0.0732572
MIR199A1	chr19	10817496	11.7815
LINC01757	chr1	20243094	0.00451287
PSEN2	chr1	226870615	18.4747
MUS81	chr11	65860432	316.127
LINC01747	chr20	22685344	0.246196
TP53TG3F	chr16	33360895	0.00023
TP53TG3F	chr16	33194280	0.00023
TP53TG3F	chr16	32676110	0.00023
TP53TG3F	chr16	33304360	0.00023
TP53TG3F	chr16	33194280	0.00023
TP53TG3F	chr16	32676110	0.00023
TP53TG3F	chr16	33459666	0.00023
TP53TG3F	chr16	33304360	0.00023
TP53TG3F	chr16	33194280	0.00023
TP53TG3F	chr16	33459666	0.00023
TP53TG3F	chr16	32676110	0.00023
TP53TG3F	chr16	33360895	0.00023
TP53TG3F	chr16	33459666	0.00023
TP53TG3F	chr16	32676109	0.00023
TP53TG3F	chr16	33304361	0.00023
TP53TG3F	chr16	33360896	0.00023
TP53TG3F	chr16	33360895	0.00023
TP53TG3F	chr16	33194281	0.00023
TP53TG3F	chr16	33459667	0.00023
TP53TG3F	chr16_KI270728v1_random	17250	0.00023
TP53TG3F	chr16_KI270728v1_random	17251	0.00023
CDC16	chr13	114234896	43.3944
CRIP1	chr14	105486885	0.135585
SMG1P3	chr16	21502281	59.4579
MIR4261	chr2	10192671	1.41102
CEP350	chr1	179954809	211.901
GATA5	chr20	62475995	36.8436
KRTAP22-2	chr21	30590397	0.0378543
PCDHGA4	chr5	141355020	0.110099
YTHDF2	chr1	28736620	155.925
OR2M2	chr1	248179985	0.146127
OSBPL10-AS1	chr3	31704212	0.0850734
MIR3938	chr3	55852594	0.00551321
PEG10	chr7	94656369	0.0122988
RPL13	chr16	89560656	980.705
TAF1A-AS1	chr1	222589958	160.652
TMPPE	chr3	33097146	109.601
CTBP1	chr4	1248728	53.388
CDH9	chr5	27038586	0.0575473
RELCH	chr18	62187254	87.3222
LCA10	chrX	153880671	0.0574896
POLR3C	chr1	145824199	146.858
LNCPRESS2	chr4	92277302	0.00965018
ANKLE2	chr12	132761832	83.9513
HTD2	chr3	58306519	94.5339
GOLT1B	chr12	21501788	115.177
GABRB1	chr4	47031566	0.0284674
CPVL	chr7	29146537	1.77139
HNF1B	chr17	37745059	0.0260061
MARCOL	chr5	148238524	0.0122242
CYP2A6	chr19	40850447	0.0410473
FHIT	chr3	61251452	34.6626
CNOT4	chr7	135510127	191.351
MECR	chr1	29230934	146.371
DENND5B	chr12	31590442	5.49335
IGSF9	chr1	159945613	0.872775
ZNF85	chr19	20923250	2.46614
ZNF85	chr19	20923252	2.46614
ZNF85	chr19	20923250	2.46614
MIR1469	chr15	96333260	10.2006
OR6C3	chr12	55331700	0.0689967
LINC01650	chr1	95352107	0.114413
LYPD9P	chr1	248697061	0.0100037
OR8K1	chr11	56346038	0.019149
GSC	chr14	94770113	0.0172634
PCDHGB2	chr5	141360135	0.160245
SPRY4-IT1	chr5	142318322	9.61962
APBA1	chr9	69672371	0.192808
CKAP2	chr13	52455477	199.917
SSH1	chr12	108857583	14.3174
MFAP4	chr17	19387190	0.407179
TRIM55	chr8	66127128	0.0163525
C19orf33	chr19	38304250	111.132
APEX2	chrX	55000362	166.635
SALL4	chr20	51802521	0.0160809
FAM86FP	chr12	8242946	41.9626
LOC102723566	chr9	127816065	33.4304
ERCC1	chr19	45423917	385.088
MIR4504	chr14	50299946	0.221349
CCL3L1	chr17	36090143	0.0414299
AKAP1	chr17	57085245	152.186
LOC100996842	chr17	7584092	222.629
SCARNA9	chr11	93721513	3.40973
C1orf53	chr1	197902629	202.228
LYPD8	chr1	248755787	0.061905
SPRR1A	chr1	152984080	0.0309833
GTPBP4	chr10	988433	228.459
LOC645202	chr15	28358080	0.00023
LNX1	chr4	53591486	4.3314
LOC100287329	chr6	31572703	0.0124016
C21orf91	chr21	17819356	105.136
SNAR-A3	chr19	50092609	0.00429
MAP6D1	chr3	183825577	0.695906
GNB1	chr1	1891117	28.7483
PRSS23	chr11	86791070	0.0085686
MIR9718	chr14	60648647	0.25904
CSNK1D	chr17	82273700	88.4678
WEE1	chr11	9573669	133.268
GTF2H2B	chr5	69560222	19.561
FAM66A	chr8	12362018	0.00254761
TMED4	chr7	44582295	127.013
SIGLEC6	chr19	51531670	0.242049
P3H2	chr3	190122437	0.00549344
GLB1L3	chr11	134276378	0.364229
SNORD67	chr11	46762499	2.88213
MIR191	chr3	49020709	80.0627
LINC00375	chr13	85148057	0.00232886
TBC1D24	chr16	2475126	50.8312
ST6GALNAC4	chr9	127917026	23.4008
IGSF3	chr1	116667733	5.81466
TFEC	chr7	116030763	0.0159613
DEUP1	chr11	93330716	26.8637
MAFG-DT	chr17	81927828	13.1385
MIR3978	chrX	110082117	0.651468
DNAH3	chr16	21159441	0.835514
RBM14	chr11	66616629	770.857
EFEMP2	chr11	65872800	1.09641
PSMG2	chr18	12703041	204.217
ZFP14	chr19	36379201	4.30175
TENM3	chr4	182243401	0.0235484
SMIM10L1	chr12	11171193	211.097
CDH8	chr16	62036438	0.00195632
LOC284395	chr19	29525752	0.00194576
TRIM49D2	chr11	89924063	0.0468165
ARMH3	chr10	102056173	49.9807
MIR5090	chr7	102465741	3.55445
ZEB1-AS1	chr10	31319095	69.5826
PPP1R3D	chr20	59940305	116.169
HSD17B7P2	chr10	38356379	0.00438292
LINC01758	chr1	69433254	0.032628
MIR585	chr5	169263694	0.00311448
GCA	chr2	162318762	0.225867
TBC1D20	chr20	462533	27.4932
CAND2	chr3	12796679	72.6456
LRRC37A6P	chr10	27252306	61.3481
FAR2	chr12	29149277	72.6189
LOC102724784	chr11	8768777	0.047288
RAD54L2	chr3	51538718	34.4688
TNPO2	chr19	12722560	98.188
PI4KA	chr22	20858812	272.411
CLLU1	chr12	92421530	0.00922713
TNFRSF14	chr1	2556364	3.35937
MIR3156-3	chr21	13406460	0.00271784
RNASE13	chr14	21034807	0.0188762
MIR4305	chr13	39664135	0.0704939
ST6GALNAC5	chr1	76867479	0.0335472
LOC101927078	chr5	114773413	0.0499236
PTPN2	chr18	12884237	461.661
INPP5B	chr1	37931791	58.7852
LOC285000	chr2	105610559	0.482033
TTC3	chr21	37073183	159.233
VASP	chr19	45507478	366.364
KIAA0895L	chr16	67183963	61.5681
ZNF232-AS1	chr17	5111934	102.847
FXYD1	chr19	35139633	2.16917
FAM223B	chrX	154571247	0.00023
FAM223B	chrX	154633182	0.00023
PDE4DIPP2	chr1	120665436	0.0272717
KMT2B	chr19	35718002	6.60405
HSD17B14	chr19	48836491	0.127685
TAS2R38	chr7	141973773	0.0228772
KLHL30	chr2	238138667	0.0393057
CCDC170	chr6	151494016	0.0136624
SRPK3	chrX	153781040	11.0836
KRTAP4-8	chr17	41098142	0.0217872
DIAPH3-AS1	chr13	60012717	0.0827542
CLEC4O	chr19	15864924	0.0119554
ZNF263	chr16	3283490	116.844
GOLGA3	chr12	132828869	17.9671
MAX	chr14	65102695	38.3446
ZNF43	chr19	21836182	123.258
DGKH	chr13	42040035	48.6773
THAP12	chr11	76381132	12.1448
LOC643542	chr18	67516545	0.0406528
LMO1	chr11	8263878	0.0121271
SCEL-AS1	chr13	77606551	0.00188802
PKNOX1	chr21	42974509	11.7327
LOC105371458	chr1	157925966	0.449384
GRWD1	chr19	48445982	214.022
PIGL	chr17	16217209	192.053
RTL8B	chrX	135022542	0.109893
PROP1	chr5	177996242	0.104148
TSGA10IP	chr11	65945643	0.00803894
KRT2	chr12	52652211	0.0295462
KYNU	chr2	142877663	0.107918
TMEM8B	chr9	35829224	12.5379
KRT87P	chr12	52258508	0.0444016
SPATA6	chr1	48472208	24.7831
MIR4485	chr11	10508326	5.03486
MIR765	chr1	156936244	1.83418
SEC14L5	chr16	4958329	0.194283
CKMT1A	chr15	43693858	0.00023
CKMT1A	chr15	43693690	0.00023
CKMT1A	chr15	43693939	0.00023
CKMT1A	chr15	43693432	0.00023
CKMT1A	chr15	43692785	0.00023
PRR7	chr5	177445994	278.357
LOC105379176	chr5	132682629	0.0225115
GOLGA6L22	chr15	23334210	0.00023
NEDD4L	chr18	58221570	36.1566
C11orf98	chr11	62665216	1120.8
PHC3	chr3	170181733	114.928
NANS	chr9	98056731	148.164
MIR3912	chr5	171386760	5.49627
LINC01934	chr2	181123836	0.00747245
NOP14	chr4	2963406	91.8024
SNRPN	chr15	24954986	0.0194312
PCDHGA10	chr5	141413175	0.051196
SNORA73A	chr1	28507364	936.859
PLA2G2F	chr1	20139322	0.0689808
NBAS	chr2	15561334	73.0495
SNORD28	chr11	62854695	181.87
KERA	chr12	91058024	0.0374766
SIGLEC8	chr19	51458454	0.0703615
DHX32	chr10	125881292	1.32609
RTN4RL1	chr17	2025334	0.292592
MAP1LC3C	chr1	241999098	0.0123707
SLC4A9	chr5	140360193	0.0344173
C8orf44-SGK3	chr8	66667595	190.944
EFCAB6	chr22	43812305	1.11486
DBP	chr19	48637379	7.05086
GPS2	chr17	7315360	57.3744
LOC339975	chr4	187505613	0.438039
TGM3	chr20	2296000	0.0212934
CCDC70	chr13	51861968	0.141962
CEP20	chr16	15888603	163.361
RBM19	chr12	113966325	70.2439
CEP128	chr14	80941738	7.49455
LOC100130075	chr12	68805494	0.150571
ZNF428	chr19	43619629	271.584
ZMYM4	chr1	35268708	46.1969
LINC00163	chr21	44994086	0.448369
AHCYL2	chr7	129225029	25.0405
LINC00681	chr8	12794239	0.0508087
GDF7	chr2	20667143	0.00921197
BAGE4	chr21	10413531	216.137
LCE1E	chr1	152786256	0.00709511
ATP6V0A2	chr12	123712352	157.241
SLC52A1	chr17	5035432	0.0597175
LINC02366	chr12	10750233	0.00742372
MIR6801	chr19	52222019	3.77833
LOC101929006	chr6	29223972	0.0385825
LBX1-AS1	chr10	101229593	0.0520634
OR2T27	chr1	248650884	0.00023
B3GNT3	chr19	17795137	1.19963
PRXL2C	chr9	96655317	25.5128
LRRC77P	chr3	167895947	0.118657
POLR3D	chr8	22245132	606.806
LINC00476	chr9	95875977	331.088
ATG7	chr3	11272396	170.486
TMEM163	chr2	134719000	0.0422539
PHLPP1	chr18	62715540	11.3504
CFAP43	chr10	104232364	15.8221
SEC11A	chr15	84716460	211.233
BLCAP	chr20	37527931	94.965
LHPP	chr10	124461822	27.907
RNF217-AS1	chr6	124963027	23.7201
GIMAP7	chr7	150514871	0.0028175
OR13A1	chr10	45315608	0.00235644
NAA80	chr3	50299405	64.5027
GOLGA8H	chr15	30604029	0.0523541
LIMCH1	chr4	41359606	0.0675947
C1orf115	chr1	220690362	0.0741465
SMIM22	chr16	4795368	5.59727
KIR3DS1	chr19	54816463	0.0249512
PVRIG	chr7	100219247	3.91119
IP6K3	chr6	33746985	0.0170734
TSPY2	chrY	6246222	0.00023
EIF5AL1	chr10	79512532	0.0017822
MIR6845	chr8	143837816	0.612439
MIR548BA	chr2	49059602	0.0267922
SOX12	chr20	325570	70.4405
TJAP1	chr6	43477569	152.543
ATAT1	chr6	30626873	119.985
C2orf88	chr2	190180862	34.2485
MMUT	chr6	49463253	190.196
SPEM1	chr17	7420323	0.505628
LYPD5	chr19	43800029	0.12636
MAP9	chr4	155376965	0.00756352
EIF2D	chr1	206612465	272.38
LOC646588	chr7	25751032	0.0593211
NUB1	chr7	151341811	45.8902
MED31	chr17	6651605	33.2867
CIT	chr12	119877320	67.1812
SLX4	chr16	3611606	92.3161
ROPN1B	chr3	125969177	0.00076228
ALPK1	chr4	112297368	7.32342
GALNT17	chr7	71132143	0.00157692
LOC101928525	chr9	135506447	18.3387
MIR873	chr9	28888955	0.00023
MIR1256	chr1	20988432	0.549558
GRIA1	chr5	153491296	0.103475
ADAM7	chr8	24441025	0.0507304
MIR487B	chr14	101046454	0.0185193
SNORA77B	chr22	20126401	152.323
FZD8	chr10	35641434	0.116877
CORT	chr1	10450030	12.5891
ROBO3	chr11	124876181	20.1063
IL4I1	chr19	49929504	644.825
MIR5047	chr17	64501313	83.8458
ZDHHC2	chr8	17156481	1.8886
RIOX1	chr14	73490932	126.019
PNPLA8	chr7	108526135	201.961
LINC02462	chr4	134423867	0.0853789
ZNF367	chr9	96418370	173.759
LINC01465	chr12	62603434	218.85
DEAF1	chr11	695754	89.139
MIR26B	chr2	218402645	8.0604
LINC00276	chr2	14400958	0.00571199
MIR6512	chr2	177313882	1.36256
GTPBP8	chr3	112990983	273.976
MAEL	chr1	166975581	0.358315
TXK	chr4	48134250	0.965227
LINC01387	chr18	6511415	0.0440746
NDUFV3	chr21	42893308	392.545
ERLNC1	chr1	204141407	0.0261473
KDM5C	chrX	53225422	190.801
SNORD113-6	chr14	100939555	0.0228347
GLP1R	chr6	39048780	0.0197872
MTRNR2L5	chr10	55599041	0.0163084
BCAS1	chr20	54059020	3.08436
SYT6	chr1	114153869	0.0508156
CA5BP1-CA5B	chrX	15675457	340.449
ZNF501	chr3	44729605	93.7625
SMC3	chr10	110567694	103.527
RB1	chr13	48303750	153.607
CDK15	chr2	201806428	0.00458395
NLE1	chr17	35142251	62.1277
GUCY1A2	chr11	107018476	0.00023
SPRN	chr10	133424617	0.00023
PTGDS	chr9	136977503	0.0625896
GGN	chr19	38388034	14.7711
C6orf47	chr6	31660778	278.948
AMDHD1	chr12	95943330	0.00510427
RPS21	chr20	62387102	238.629
STARD3NL	chr7	38178244	70.4132
CNP	chr17	41967796	64.1837
LINC00677	chr14	103122909	17.5831
PADI6	chr1	17372195	0.00129717
CCDC18-AS1	chr1	93345811	341.049
ART3	chr4	76011189	0.0277364
KDM2A	chr11	67240013	182.75
KRTAP10-7	chr21	44600596	0.00038084
C22orf15	chr22	23762989	54.6543
LINC02389	chr12	64883773	0.0547331
RAB25	chr1	156061159	0.158698
PPP4R1L	chr20	58309439	50.5966
OR8B3	chr11	124399024	0.0873285
CYP21A1P	chr6	32005635	0.00188316
LOC102724378	chr22	37745944	3.87566
COX7C	chr5	86617940	209.282
HCG20	chr6	30766824	0.00744812
TSPY8	chrY	9337509	0.00023
TSPY8	chrY	9357842	0.00023
GACAT3	chr2	16050426	0.00561412
EYA2	chr20	46894623	0.0108819
TACC2	chr10	121989162	0.0120211
NASP	chr1	45584040	988.836
CDC42BPG	chr11	64844653	24.2469
NAA35	chr9	85941141	148.394
BASP1-AS1	chr5	17217422	0.030967
RNGTT	chr6	88963618	144.401
MRPL2	chr6	43059434	177.135
RNA5S17	chr1	228621565	0.00044428
MRFAP1	chr4	6640090	69.04
TRUB1	chr10	114938194	72.6768
LOC101929512	chr2	161254643	0.0212849
LOC100129603	chr7	3158573	0.0145577
LOC441242	chr7	65750924	209.102
H3-5	chr12	31792298	0.0457639
RNF217	chr6	124962544	17.8315
NDUFAF2	chr5	60945204	108.961
PSG6	chr19	42917894	0.00319402
RTBDN	chr19	12830675	2.99569
MCUB	chr4	109560245	5.80016
OR5L1	chr11	55811366	0.00892165
CXADRP3	chr18	14498706	0.00947275
MIR421	chrX	74218461	0.481548
LINC01169	chr15	66582189	550.129
SCPEP1	chr17	56978130	4.14895
H3C15	chr1	149841204	0.00023
H3C15	chr1	149852607	0.00023
DPM3	chr1	155140407	123.89
PAH	chr12	102917244	0.264322
TRDMT1	chr10	17201672	103.302
ZNF135	chr19	58059281	0.0200614
RGS9	chr17	65137369	0.00841691
ELP5	chr17	7252425	252.745
TRIM49	chr11	89808575	0.00023
SNORD114-9	chr14	100966028	0.061217
ZDHHC3	chr3	44976174	154.536
GSPT1	chr16	11915956	141.83
SKOR2	chr18	47251660	0.00180056
SIN3A	chr15	75455815	43.0949
GTPBP3	chr19	17337552	133.561
DPYSL4	chr10	132186947	0.003524
ACER2	chr9	19409008	81.1793
LINC01716	chr20	56577562	0.00689984
GAGE2A	chrX	49589514	0.392843
MIR4465	chr6	140683813	0.00366045
MS4A10	chr11	60785332	0.0153888
SIAH2	chr3	150763169	59.9714
IPO4	chr14	24188816	138.793
MIR670	chr11	43559655	0.0748916
OR7A17	chr19	14881355	0.0204074
CDH1	chr16	68737291	0.00181639
MIR4293	chr10	14383277	0.00351112
