gene_name	chr	strand	gene_start	gene_end
LOC283710	chr15	-	31222767	31230862
MYH1	chr17	-	10492309	10518542
CT45A6	chrX	-	135777422	135785513
CT45A6	chrX	-	135794684	135802787
CT45A6	chrX	-	135829226	135837318
LINC02429	chr4	+	59013572	59046959
FAM169B	chr15	-	98437161	98514336
KPNA1	chr3	-	122421903	122514939
SEMA3F-AS1	chr3	-	50116021	50156085
CUZD1	chr10	-	122832157	122845857
PIP5K1A	chr1	+	151198551	151249531
HDAC4-AS1	chr2	+	239401747	239402355
F2RL1	chr5	+	76819029	76835315
THSD1	chr13	-	52377167	52406172
KRTAP6-3	chr21	+	30592439	30593075
RFC4	chr3	-	186789892	186806695
ITGA6	chr2	+	172427585	172506458
MMP14	chr14	+	22836584	22847758
LINC02242	chr5	-	67632265	67646789
PRR22	chr19	-	5782959	5784746
FSCN3	chr7	+	127593735	127602144
LINC01181	chr8	+	103121031	103140355
FAM170B-AS1	chr10	+	49121838	49151547
EPS8	chr12	-	15620135	15789388
GMCL2	chr5	-	178184505	178187371
LINC01054	chr13	-	114329756	114333948
MIR8066	chr4	-	101240794	101240872
LINC02323	chr14	+	102545253	102555826
MUC19	chr12	+	40393393	40570755
MIR12113	chr4	+	11783177	11783248
LOC100289333	chr19	+	12195014	12207576
CD1E	chr1	+	158353893	158357553
MIR30A	chr6	-	71403550	71403621
ADGRL3-AS1	chr4	-	62071754	62161765
ARHGEF2	chr1	-	155946838	155978545
MIR6795	chr19	-	15179282	15179350
CCNE2	chr8	-	94880224	94895254
HNRNPLL	chr2	-	38561968	38602928
MAFIP	chr14_GL000194v1_random	-	61659	115073
MRC1	chr10	+	17809347	17911164
CSGALNACT1	chr8	-	19404160	19758029
MIR570	chr3	+	195699400	195699497
CCNP	chr19	-	40222207	40226689
GTSF1	chr12	-	54455956	54473602
TMEM108-AS1	chr3	-	133246447	133257121
MIR520E	chr19	+	53675710	53675797
PSEN1	chr14	+	73136506	73223691
LOC653513	chr1	-	149197558	149201146
PI3	chr20	+	45174901	45176544
VAPB	chr20	+	58389228	58451100
KANSL3	chr2	-	96593171	96637991
PRKAR1B	chr7	-	549197	727281
ZIC5	chr13	-	99962963	99971909
TMEM275	chr1	-	46532165	46535515
ZNF148	chr3	-	125225668	125375325
RIOK3	chr18	+	23453286	23483140
RIMBP3	chr22	-	18605814	18611919
SUMF1	chr3	-	4361145	4467269
NFIB	chr9	-	14081847	14322387
GUSBP1	chr5	+	21459479	21474456
CADM4	chr19	-	43622367	43639850
SNORD115-20	chr15	+	25206261	25206343
PRKG2	chr4	-	81087369	81154157
OR2L5	chr1	+	248021947	248022886
MIR6761	chr12	+	111799833	111799905
ALG6	chr1	+	63367626	63438552
CLDN1	chr3	-	190305711	190322446
DMWD	chr19	-	45782946	45792845
SNW1	chr14	-	77717600	77761156
PEX1	chr7	-	92487024	92528520
OR9I1	chr11	-	58118499	58119444
TTLL1-AS1	chr22	+	43038584	43052365
LOC728178	chr5	-	14663098	14664604
NLRP1	chr17	-	5514117	5584509
CPS1	chr2	+	210477684	210679107
DUOXA1	chr15	-	45117365	45123043
DGKD	chr2	+	233354493	233472098
PDCD1	chr2	-	241849883	241858894
CKLF-CMTM1	chr16	+	66552575	66579135
LINC00559	chr13	-	90060249	90119717
PRDM9	chr5	+	23507154	23528093
EPPIN	chr20	-	45540625	45547401
ZNF804A	chr2	+	184598528	184939491
AADACL2	chr3	+	151733926	151761338
SZT2	chr1	+	43389898	43454247
WDR55	chr5	+	140664798	140670968
PLIN2	chr9	-	19115760	19127492
FPGT	chr1	+	74198241	74208702
CLEC4M	chr19	+	7763242	7769605
LINC02233	chr4	-	159666505	159777784
BORCS8	chr19	-	19181875	19192152
TMEFF2	chr2	-	191949045	192194933
CALCB	chr11	+	15073592	15078637
DMAC1	chr9	-	7796499	7799778
LINC01715	chr1	+	28643255	28648799
TAS2R16	chr7	-	122994703	122995700
MOS	chr8	-	56112941	56113982
NPIPA7	chr16	+	16379244	16393972
NPIPA7	chr16	-	18317918	18332662
ZNF354C	chr5	+	179060372	179083977
SNORD113-9	chr14	+	100945648	100945719
RNF175	chr4	-	153710159	153760024
PARG	chr10	-	49818278	49942027
CPXM2	chr10	-	123745638	123891807
SLC9A8	chr20	+	49812827	49892242
MIR138-1	chr3	+	44114211	44114310
LINC00304	chr16	+	89159219	89163675
MIR6837	chr7	+	44051765	44051829
NSUN7	chr4	+	40749954	40811184
LOC105371789	chr17	+	44115911	44120595
ACKR1	chr1	+	159204874	159206500
LOC440570	chr1_KI270713v1_random	-	30200	33343
PRIMA1	chr14	-	93718297	93788485
MIR4266	chr2	-	109313570	109313625
FGF13	chrX	-	138614726	139205023
TMCC3	chr12	-	94567121	94616001
FAM53A	chr4	-	1639880	1683991
ZNF33A	chr10	+	38010674	38067834
IBSP	chr4	+	87799553	87812434
NIPAL2	chr8	-	98189825	98294235
TMEM128	chr4	-	4235541	4248242
SLC25A17	chr22	-	40769629	40819346
PCDHGA1	chr5	+	141330684	141512979
LOC283335	chr12	-	53043188	53054438
FGF7P3	chr9	-	39813783	39874566
IFNB1	chr9	-	21077103	21077942
CLUH	chr17	-	2689386	2712020
ZNF500	chr16	-	4750814	4767162
SMCR5	chr17	-	17776685	17779529
PFDN1	chr5	-	140245034	140303101
SNORD148	chr16	-	46886420	46886474
LINC01523	chr20	+	47983225	47984313
MHRT	chr14	+	23415449	23417595
MKI67	chr10	-	128096660	128126423
RBM18	chr9	-	122237621	122264840
HSPA8	chr11	-	123057488	123062136
RPS10P7	chr1	+	201519903	201520592
TEKT3	chr17	-	15303811	15341597
RBAKDN	chr7	+	5072059	5073223
LINC01775	chr19	-	2458936	2462185
LINC01162	chr7	+	20835430	21023148
NUMA1	chr11	-	72002863	72080693
EHHADH	chr3	-	185190623	185254049
LOC101928389	chrX	+	17528434	17587160
LINC01807	chr2	-	228483262	228611395
GTF2A1	chr14	-	81175452	81220959
POM121L8P	chr22	+	21282424	21297726
DAAM2-AS1	chr6	-	39888789	39897380
LOC102724904	chr9	+	43126165	43139878
LYRM2	chr6	-	89632223	89638485
PTF1A	chr10	+	23192311	23194245
ALDH1A3	chr15	+	100879830	100916625
LINC02426	chr12	+	81953718	81993133
COPS7A	chr12	+	6724045	6731864
LOC112267991	chr7	-	427048	431801
CACNA1I	chr22	+	39570752	39689735
CST9L	chr20	-	23564732	23568484
ANKRD30BL	chr2	-	132147590	132161952
ANKRD28	chr3	-	15667235	15859814
SNORD48	chr6	+	31835262	31835326
CAPN10	chr2	+	240586733	240599104
FAM122A	chr9	+	68780064	68785566
LIN7B	chr19	+	49114369	49118460
HRNR	chr1	-	152212075	152224193
OR2A9P	chr7	-	144250470	144251455
OR2A9P	chr7	+	144299520	144300505
PDLIM3	chr4	-	185500660	185535507
DCAF13	chr8	+	103415385	103443452
SNORA90	chr17	+	37244800	37244975
ZNF733P	chr7	-	63291291	63304056
EPYC	chr12	-	90963681	91004972
MIR550A1	chr7	+	30289793	30289890
FTMT	chr5	+	121851881	121852828
LOC152048	chr3	-	37241790	37244195
CSMD1	chr8	-	2935360	4994914
KRTAP3-3	chr17	-	40993429	40994164
GPR85	chr7	-	113082285	113086827
SRSF11	chr1	+	70221379	70253049
SNORD115-43	chr15	+	25249197	25249279
LINC00862	chr1	-	200342543	200373792
ACP7	chr19	+	39084367	39111492
HS3ST1	chr4	-	11393149	11428894
MAS1	chr6	+	159890987	159909002
LOC651337	chr9	-	137784072	137788406
RNASEL	chr1	-	182573633	182589256
SLC2A11	chr22	+	23857874	23886312
CRHBP	chr5	+	76953044	76969471
BIRC8	chr19	-	53289600	53291434
LINC01133	chr1	+	159961223	159979086
LINC01250	chr2	-	2895047	3126026
GOLPH3	chr5	-	32124715	32174319
PIK3R2	chr19	+	18153162	18170532
STOML2	chr9	-	35099775	35103195
NRADDP	chr3	+	47011541	47013467
GNAT1	chr3	+	50191609	50197696
KDM2B	chr12	-	121429095	121580246
ETS1-AS1	chr11	+	128526141	128530383
MIR4539	chr14	-	105857512	105857572
GHSR	chr3	-	172447542	172448456
FAM239B	chrX	-	3850991	3882313
SGCD	chr5	+	156327163	156758059
RSPH1	chr21	-	42472485	42496224
UBE3C	chr7	+	157138925	157269370
GPR180	chr13	+	94601856	94634661
BIRC5	chr17	+	78214252	78225635
VEGFD	chrX	-	15345595	15384413
ZFP69	chr1	+	40477289	40496343
KNOP1	chr16	-	19701936	19718227
MTHFD2P1	chr3	-	95654422	95683193
KRTAP20-2	chr21	+	30635205	30635619
METTL21C	chr13	-	102685746	102694521
WARS2-IT1	chr1	+	119047404	119063287
LINC00904	chr19	-	34892028	34898943
MAGI2-AS2	chr7	+	79008987	79012277
NUPR1	chr16	-	28532707	28538974
PRPF4B	chr6	+	4021299	4064983
LOC112268354	chr19	+	54803535	54814522
LAX1	chr1	+	203769637	203776352
BMS1P2	chr10	-	47535580	47553523
C2orf15	chr2	+	99141706	99151669
SPRR2B	chr1	-	153070227	153071611
MIR1285-1	chr7	-	92204014	92204098
H2AC19	chr1	-	149842217	149842751
GUSBP16	chr5	-	71139441	71289839
EDEM3	chr1	-	184690237	184754858
WFDC11	chr20	-	45648562	45670239
HDX	chrX	-	84317877	84502453
AGR2	chr7	-	16791810	16804999
ENPP1	chr6	+	131808019	131895155
GHRLOS	chr3	+	10280951	10293449
NPY1R	chr4	-	163323961	163332596
MIR8054	chr11	-	23419104	23419190
RGS16	chr1	-	182598622	182604389
SNORD116-17	chr15	+	25083586	25083680
PRSS58	chr7	-	142252142	142258058
LINC01928	chr18	+	11454477	11465996
TMEM182	chr2	+	102736934	102817679
LINC02220	chr5	-	12877471	13032886
LOC100652758	chr5	-	151769792	151771508
LINC02591	chr1	+	143792494	143797108
LINC02591	chr1	+	149701103	149705717
H4C14	chr1	+	149832656	149833052
H4C14	chr1	-	149860763	149861159
NELFB	chr9	+	137255326	137273541
NFAM1	chr22	-	42380407	42432403
SLC16A13	chr17	+	7036014	7040117
NTNG1	chr1	+	107141334	107484923
MIR196B	chr7	-	27169479	27169563
ZNF236	chr18	+	76823759	76972899
UBQLN3	chr11	-	5507299	5509957
LOC105371414	chr16	+	89296127	89298317
SLC49A3	chr4	-	681828	689151
UTP3	chr4	+	70688531	70690551
COMTD1	chr10	-	75233640	75235957
SNORD116-15	chr15	+	25081285	25081379
POU5F1P5	chr10	-	68009946	68010883
ADGRB1	chr8	+	142449648	142545007
STRBP	chr9	-	123121268	123268586
FRY	chr13	+	32031773	32299125
BAIAP2	chr17	+	81035150	81117434
C19orf84	chr19	-	51388288	51390591
SNORD114-16	chr14	+	100973594	100973663
APOC1	chr19	+	44914671	44919344
CDCA8	chr1	+	37692515	37709719
LINC01182	chr4	+	13655178	13931228
IL17B	chr5	-	149374266	149379292
MIR199A1	chr19	-	10817425	10817496
LINC01757	chr1	+	20243094	20244654
MUS81	chr11	+	65860432	65867652
LINC01747	chr20	-	22667292	22685344
TP53TG3F	chr16	+	33360895	33363487
TP53TG3F	chr16	+	33194280	33196867
TP53TG3F	chr16	-	32673518	32676110
TP53TG3F	chr16	+	33304360	33306947
TP53TG3F	chr16	+	33194280	33196867
TP53TG3F	chr16	-	32673518	32676110
TP53TG3F	chr16	+	33459666	33462258
TP53TG3F	chr16	+	33304360	33306947
TP53TG3F	chr16	+	33194280	33196867
TP53TG3F	chr16	+	33459666	33462258
TP53TG3F	chr16	-	32673518	32676110
TP53TG3F	chr16	+	33360895	33363487
TP53TG3F	chr16	+	33459666	33462258
TP53TG3F	chr16	-	32673527	32676109
TP53TG3F	chr16	+	33304361	33306938
TP53TG3F	chr16	+	33360896	33363478
TP53TG3F	chr16	+	33360895	33363487
TP53TG3F	chr16	+	33194281	33196858
TP53TG3F	chr16	+	33459667	33462249
TP53TG3F	chr16_KI270728v1_random	+	17250	19842
TP53TG3F	chr16_KI270728v1_random	+	17251	19833
CRIP1	chr14	+	105486885	105488947
SMG1P3	chr16	-	21446682	21502281
MIR4261	chr2	-	10192613	10192671
CEP350	chr1	+	179954809	180114875
GATA5	chr20	-	62463496	62475995
KRTAP22-2	chr21	-	30590104	30590397
PCDHGA4	chr5	+	141355020	141512973
YTHDF2	chr1	+	28736620	28769775
OR2M2	chr1	+	248179985	248181029
OSBPL10-AS1	chr3	+	31704212	31721586
MIR3938	chr3	-	55852491	55852594
PEG10	chr7	+	94656369	94669694
TAF1A-AS1	chr1	+	222589958	222592633
TMPPE	chr3	-	33090422	33097146
CTBP1	chr4	-	1211444	1248728
CDH9	chr5	-	26880596	27038586
RELCH	chr18	+	62187254	62310248
LCA10	chrX	+	153880671	153888973
POLR3C	chr1	+	145824199	145844401
LNCPRESS2	chr4	-	92262497	92277302
ANKLE2	chr12	-	132725504	132761832
HTD2	chr3	+	58306519	58320193
GOLT1B	chr12	+	21501788	21518405
GABRB1	chr4	+	47031566	47426430
HNF1B	chr17	-	37686430	37745059
MARCOL	chr5	+	148238524	148243576
CYP2A6	chr19	-	40843540	40850447
FHIT	chr3	-	59747276	61251452
CNOT4	chr7	-	135361794	135510127
MECR	chr1	-	29192656	29230934
IGSF9	chr1	-	159927040	159945613
ZNF85	chr19	+	20923252	20950697
ZNF85	chr19	+	20923250	20950697
MIR1469	chr15	+	96333260	96333307
OR6C3	chr12	+	55331700	55332636
LINC01650	chr1	-	95351250	95352107
LYPD9P	chr1	+	248697061	248699110
OR8K1	chr11	+	56346038	56346998
GSC	chr14	-	94768222	94770113
PCDHGB2	chr5	+	141360135	141512979
SPRY4-IT1	chr5	-	142317633	142318322
APBA1	chr9	-	69427531	69672371
SSH1	chr12	-	108791923	108857583
MFAP4	chr17	-	19383445	19387190
TRIM55	chr8	+	66127128	66175483
C19orf33	chr19	+	38304250	38305006
APEX2	chrX	+	55000362	55009057
SALL4	chr20	-	51782330	51802521
FAM86FP	chr12	-	8231048	8242946
LOC102723566	chr9	+	127816065	127822520
ERCC1	chr19	-	45407333	45423917
MIR4504	chr14	-	50299854	50299946
AKAP1	chr17	+	57085245	57121344
LOC100996842	chr17	-	7581973	7584092
SCARNA9	chr11	+	93721513	93721866
C1orf53	chr1	+	197902629	197907359
LYPD8	chr1	-	248739415	248755787
SPRR1A	chr1	+	152984080	152985814
GTPBP4	chr10	+	988433	1019930
LOC645202	chr15	-	28349050	28358080
LOC100287329	chr6	-	31559570	31572703
C21orf91	chr21	-	17788973	17819356
SNAR-A3	chr19	-	50092488	50092609
MAP6D1	chr3	-	183815924	183825577
GNB1	chr1	-	1785284	1891117
MIR9718	chr14	+	60648647	60648711
CSNK1D	chr17	-	82239018	82273700
WEE1	chr11	+	9573669	9589985
GTF2H2B	chr5	+	69560222	69595228
FAM66A	chr8	+	12362018	12411001
SIGLEC6	chr19	-	51517818	51531670
P3H2	chr3	-	189956727	190122437
GLB1L3	chr11	+	134276378	134319564
SNORD67	chr11	-	46762388	46762499
MIR191	chr3	-	49020617	49020709
LINC00375	chr13	-	85065086	85148057
TBC1D24	chr16	+	2475126	2505728
ST6GALNAC4	chr9	-	127907885	127917026
DEUP1	chr11	+	93330716	93438471
MAFG-DT	chr17	+	81927828	81930753
MIR3978	chrX	+	110082117	110082218
DNAH3	chr16	-	20933110	21159441
RBM14	chr11	+	66616629	66629926
EFEMP2	chr11	-	65866440	65872800
ZFP14	chr19	-	36334452	36379201
TENM3	chr4	+	182243401	182803024
SMIM10L1	chr12	+	11171193	11176016
CDH8	chr16	-	61647250	62036438
LOC284395	chr19	-	29287010	29525752
TRIM49D2	chr11	+	89924063	89933061
ARMH3	chr10	-	101845598	102056173
MIR5090	chr7	+	102465741	102465826
ZEB1-AS1	chr10	-	31316527	31319095
PPP1R3D	chr20	-	59936662	59940305
HSD17B7P2	chr10	+	38356379	38378505
LINC01758	chr1	+	69433254	69435409
MIR585	chr5	-	169263600	169263694
GCA	chr2	+	162318762	162363108
TBC1D20	chr20	-	435479	462533
CAND2	chr3	+	12796679	12834803
LRRC37A6P	chr10	-	27245852	27252306
FAR2	chr12	+	29149277	29335616
LOC102724784	chr11	+	8768777	8810276
RAD54L2	chr3	+	51538718	51668660
TNPO2	chr19	-	12699200	12722560
PI4KA	chr22	-	20707690	20858812
CLLU1	chr12	+	92421530	92431002
TNFRSF14	chr1	+	2556364	2565622
MIR3156-3	chr21	-	13406383	13406460
RNASE13	chr14	-	21032817	21034807
MIR4305	chr13	-	39664033	39664135
ST6GALNAC5	chr1	+	76867479	77067546
LOC101927078	chr5	-	114447417	114773413
INPP5B	chr1	-	37860696	37931791
LOC285000	chr2	-	105593096	105610559
TTC3	chr21	+	37073183	37203118
VASP	chr19	+	45507478	45526982
KIAA0895L	chr16	-	67175598	67183963
ZNF232-AS1	chr17	+	5111934	5114382
FAM223B	chrX	+	154571247	154571957
FAM223B	chrX	-	154632472	154633182
PDE4DIPP2	chr1	-	120469629	120665436
KMT2B	chr19	+	35718002	35738878
HSD17B14	chr19	-	48813017	48836491
TAS2R38	chr7	-	141972630	141973773
KLHL30	chr2	+	238138667	238152945
CCDC170	chr6	+	151494016	151621193
KRTAP4-8	chr17	-	41096980	41098142
DIAPH3-AS1	chr13	+	60012717	60044356
CLEC4O	chr19	-	15851993	15864924
ZNF263	chr16	+	3283490	3291459
MAX	chr14	-	65075123	65102695
THAP12	chr11	-	76349956	76381132
LOC643542	chr18	+	67516545	67899619
LMO1	chr11	-	8224308	8263878
SCEL-AS1	chr13	-	77599755	77606551
PKNOX1	chr21	+	42974509	43033931
LOC105371458	chr1	+	157925966	157949071
GRWD1	chr19	+	48445982	48457022
PIGL	chr17	+	16217209	16326411
RTL8B	chrX	-	135020512	135022542
PROP1	chr5	-	177992234	177996242
TSGA10IP	chr11	+	65945643	65959963
KRT2	chr12	-	52644557	52652211
KYNU	chr2	+	142877663	143055833
KRT87P	chr12	-	52250543	52258508
SPATA6	chr1	-	48295371	48472208
MIR4485	chr11	-	10508269	10508326
MIR765	chr1	-	156936130	156936244
SEC14L5	chr16	+	4958329	5019157
CKMT1A	chr15	+	43693858	43699222
CKMT1A	chr15	+	43693690	43699222
CKMT1A	chr15	+	43693939	43699222
CKMT1A	chr15	+	43693432	43699222
CKMT1A	chr15	+	43692785	43699222
PRR7	chr5	+	177445994	177456286
LOC105379176	chr5	-	132679084	132682629
GOLGA6L22	chr15	-	23127065	23334210
C11orf98	chr11	-	62662816	62665216
PHC3	chr3	-	170087583	170181733
NANS	chr9	+	98056731	98083077
MIR3912	chr5	-	171386655	171386760
LINC01934	chr2	+	181123836	181399553
NOP14	chr4	-	2937936	2963406
SNRPN	chr15	+	24954986	24978723
PCDHGA10	chr5	+	141413175	141512979
SNORA73A	chr1	+	28507364	28507571
PLA2G2F	chr1	+	20139322	20150381
NBAS	chr2	-	15166915	15561334
SNORD28	chr11	-	62854620	62854695
KERA	chr12	-	91050493	91058024
SIGLEC8	chr19	-	51450996	51458454
DHX32	chr10	-	125836337	125881292
RTN4RL1	chr17	-	1934676	2025334
MAP1LC3C	chr1	-	241995489	241999098
SLC4A9	chr5	+	140360193	140375140
C8orf44-SGK3	chr8	+	66667595	66862022
EFCAB6	chr22	-	43528777	43812305
DBP	chr19	-	48630029	48637379
GPS2	chr17	-	7312660	7315360
LOC339975	chr4	-	187304082	187505613
TGM3	chr20	+	2296000	2341079
CCDC70	chr13	+	51861968	51866232
CEP20	chr16	-	15865718	15888603
RBM19	chr12	-	113816739	113966325
CEP128	chr14	-	80496478	80941738
LOC100130075	chr12	-	68804436	68805494
ZNF428	chr19	-	43607223	43619629
ZMYM4	chr1	+	35268708	35422058
LINC00163	chr21	-	44989863	44994086
AHCYL2	chr7	+	129225029	129430211
LINC00681	chr8	+	12794239	12818291
GDF7	chr2	+	20667143	20679241
BAGE4	chr21	+	10413531	10491615
LCE1E	chr1	+	152786256	152788425
ATP6V0A2	chr12	+	123712352	123761754
SLC52A1	chr17	-	5032601	5035432
LINC02366	chr12	+	10750233	10777451
MIR6801	chr19	+	52222019	52222098
LOC101929006	chr6	+	29223972	29267085
LBX1-AS1	chr10	+	101229593	101238859
OR2T27	chr1	-	248649930	248650884
B3GNT3	chr19	+	17795137	17813576
PRXL2C	chr9	-	96639577	96655317
LRRC77P	chr3	+	167895947	167924009
POLR3D	chr8	+	22245132	22254601
LINC00476	chr9	-	95870283	95875977
ATG7	chr3	+	11272396	11557665
TMEM163	chr2	-	134455758	134719000
PHLPP1	chr18	+	62715540	62980433
CFAP43	chr10	-	104129887	104232364
SEC11A	chr15	-	84669536	84716460
BLCAP	chr20	-	37517416	37527931
LHPP	chr10	+	124461822	124614141
RNF217-AS1	chr6	-	124908245	124963027
GIMAP7	chr7	+	150514871	150521073
OR13A1	chr10	-	45302650	45315608
NAA80	chr3	-	50296401	50299405
GOLGA8H	chr15	+	30604029	30617826
LIMCH1	chr4	+	41359606	41700044
C1orf115	chr1	+	220690362	220699153
SMIM22	chr16	+	4795368	4796491
KIR3DS1	chr19	+	54816463	54867095
PVRIG	chr7	+	100219247	100221488
TSPY2	chrY	+	6246222	6249013
EIF5AL1	chr10	+	79512532	79516436
MIR6845	chr8	-	143837755	143837816
MIR548BA	chr2	+	49059602	49059658
SOX12	chr20	+	325570	330228
ATAT1	chr6	+	30626873	30646821
C2orf88	chr2	+	190180862	190203484
MMUT	chr6	-	49430359	49463253
SPEM1	chr17	+	7420323	7421632
LYPD5	chr19	-	43795926	43800029
MAP9	chr4	-	155342659	155376965
EIF2D	chr1	-	206591642	206612465
NUB1	chr7	+	151341811	151378446
MED31	chr17	-	6643310	6651605
CIT	chr12	-	119685790	119877320
SLX4	chr16	-	3581182	3611606
ROPN1B	chr3	+	125969177	125983453
GALNT17	chr7	+	71132143	71713599
LOC101928525	chr9	-	135503272	135506447
MIR873	chr9	-	28888878	28888955
MIR1256	chr1	-	20988313	20988432
ADAM7	chr8	+	24441025	24509564
MIR487B	chr14	+	101046454	101046538
SNORA77B	chr22	+	20126401	20126526
FZD8	chr10	-	35638248	35641434
CORT	chr1	+	10450030	10451998
ROBO3	chr11	+	124876181	124881471
IL4I1	chr19	-	49889655	49929504
MIR5047	chr17	-	64501213	64501313
ZDHHC2	chr8	+	17156481	17224799
RIOX1	chr14	+	73490932	73493394
PNPLA8	chr7	-	108470416	108526135
LINC02462	chr4	+	134423867	134545504
ZNF367	chr9	-	96385942	96418370
LINC01465	chr12	-	62601750	62603434
MIR26B	chr2	+	218402645	218402722
LINC00276	chr2	-	14228873	14400958
MIR6512	chr2	-	177313805	177313882
GTPBP8	chr3	+	112990983	113001969
MAEL	chr1	+	166975581	167022212
TXK	chr4	-	48066392	48134250
LINC01387	chr18	+	6511415	6590653
NDUFV3	chr21	+	42893308	42913299
ERLNC1	chr1	+	204141407	204143009
KDM5C	chrX	-	53191320	53225422
SNORD113-6	chr14	+	100939555	100939629
GLP1R	chr6	+	39048780	39091303
MTRNR2L5	chr10	+	55599041	55600727
BCAS1	chr20	-	53943537	54059020
SYT6	chr1	-	114089291	114153869
CA5BP1-CA5B	chrX	+	15675457	15788411
ZNF501	chr3	+	44729605	44737083
SMC3	chr10	+	110567694	110606046
RB1	chr13	+	48303750	48481890
CDK15	chr2	+	201806428	201895550
NLE1	chr17	-	35131321	35142251
GUCY1A2	chr11	-	106674018	107018476
SPRN	chr10	-	133420665	133424617
PTGDS	chr9	+	136977503	136981742
GGN	chr19	-	38384266	38388034
C6orf47	chr6	-	31658297	31660778
AMDHD1	chr12	+	95943330	95968720
RPS21	chr20	+	62387102	62388520
STARD3NL	chr7	+	38178244	38230669
CNP	chr17	+	41967796	41977740
LINC00677	chr14	-	103120848	103122909
PADI6	chr1	+	17372195	17401699
CCDC18-AS1	chr1	-	93310108	93345811
ART3	chr4	+	76011189	76112786
KDM2A	chr11	+	67240013	67258079
KRTAP10-7	chr21	+	44600596	44602174
C22orf15	chr22	+	23762989	23765863
LINC02389	chr12	+	64883773	64977522
RAB25	chr1	+	156061159	156070504
PPP4R1L	chr20	-	58232776	58309439
OR8B3	chr11	-	124395533	124399024
CYP21A1P	chr6	+	32005635	32008909
LOC102724378	chr22	-	37744309	37745944
COX7C	chr5	+	86617940	86620962
HCG20	chr6	+	30766824	30792250
TSPY8	chrY	+	9337509	9340278
TSPY8	chrY	+	9357842	9360593
GACAT3	chr2	+	16050426	16085689
EYA2	chr20	+	46894623	47188844
TACC2	chr10	+	121989162	122254542
CDC42BPG	chr11	-	64823051	64844653
BASP1-AS1	chr5	-	17130027	17217422
RNGTT	chr6	-	88609896	88963618
MRPL2	chr6	-	43054028	43059434
RNA5S17	chr1	-	228621444	228621565
MRFAP1	chr4	+	6640090	6642743
TRUB1	chr10	+	114938194	114977676
LOC101929512	chr2	-	161223257	161254643
LOC100129603	chr7	-	3140930	3158573
LOC441242	chr7	-	65714610	65750924
H3-5	chr12	-	31791184	31792298
RNF217	chr6	+	124962544	125092634
NDUFAF2	chr5	+	60945204	61153026
PSG6	chr19	-	42902085	42917894
MCUB	chr4	+	109560245	109688719
OR5L1	chr11	+	55811366	55812476
CXADRP3	chr18	-	14477954	14498706
MIR421	chrX	-	74218376	74218461
LINC01169	chr15	+	66582189	66685798
SCPEP1	chr17	+	56978130	57006768
H3C15	chr1	-	149840686	149841204
H3C15	chr1	+	149852607	149853125
DPM3	chr1	-	155139890	155140407
PAH	chr12	-	102836888	102917244
TRDMT1	chr10	-	17137335	17201672
ZNF135	chr19	+	58059281	58069742
RGS9	chr17	+	65137369	65213261
ELP5	chr17	+	7252425	7259940
TRIM49	chr11	-	89797654	89808575
SNORD114-9	chr14	+	100966028	100966099
ZDHHC3	chr3	-	44915260	44976174
GSPT1	chr16	-	11868127	11915956
SKOR2	chr18	-	47206168	47251660
SIN3A	chr15	-	75369378	75455815
GTPBP3	chr19	+	17337552	17342731
DPYSL4	chr10	+	132186947	132205759
ACER2	chr9	+	19409008	19452504
LINC01716	chr20	+	56577562	56596126
GAGE2A	chrX	+	49589514	49596827
MIR4465	chr6	+	140683813	140683883
MS4A10	chr11	+	60785332	60801305
SIAH2	chr3	-	150741124	150763169
IPO4	chr14	-	24180218	24188816
MIR670	chr11	+	43559655	43559753
OR7A17	chr19	-	14880425	14881355
CDH1	chr16	+	68737291	68835536
MIR4293	chr10	-	14383199	14383277
CATSPER1	chr11	-	66016751	66026479
CHRAC1	chr8	+	140511995	140517154
TEX52	chr12	-	2849045	2857039
MIR762HG	chr16	+	30875459	30895218
MBTD1	chr17	-	51177424	51260049
RASL11A	chr13	+	27270829	27275188
LINC01884	chr2	+	22536478	22538287
MIR4500	chr13	-	87618664	87618740
HOXB9	chr17	-	48621156	48626358
HMSD	chr18	+	63949300	63961835
CD1B	chr1	-	158327954	158331531
CAPN14	chr2	-	31173055	31233957
